data_pid,water_lvl,lib_cap
111025000,56.79,952.82
111025000,56.8,958.87
111025000,56.81,964.93
111025000,56.82,971.01
111025000,56.83,977.1
111025000,56.84,983.21
111025000,56.85,989.33
111025000,56.86,995.46
111025000,56.87,1001.6
111025000,56.88,1007.76
111025000,56.89,1013.93
111025000,56.9,1020.11
111025000,56.91,1026.31
111025000,56.92,1032.52
111025000,56.93,1038.74
111025000,56.94,1044.97
111025000,56.95,1051.22
111025000,56.96,1057.47
111025000,56.97,1063.74
111025000,56.98,1070.03
111025000,56.99,1076.32
111025000,57.0,1082.63
111025000,57.01,1088.95
111025000,57.02,1095.28
111025000,57.03,1101.62
111025000,57.04,1107.98
111025000,57.05,1114.35
111025000,57.06,1120.73
111025000,57.07,1127.12
111025000,57.08,1133.53
111025000,57.09,1139.94
111025000,57.1,1146.37
111025000,57.11,1152.81
111025000,57.12,1159.27
111025000,57.13,1165.73
111025000,57.14,1172.21
111025000,57.15,1178.7
111025000,57.16,1185.2
111025000,57.17,1191.71
111025000,57.18,1198.24
111025000,57.19,1204.78
111025000,57.2,1211.33
111025000,57.21,1217.89
111025000,57.22,1224.46
111025000,57.23,1231.05
111025000,57.24,1237.65
111025000,57.25,1244.26
111025000,57.26,1250.88
111025000,57.27,1257.52
111025000,57.28,1264.16
111025000,57.29,1270.82
111025000,57.3,1277.49
111025000,57.31,1284.18
111025000,57.32,1290.87
111025000,57.33,1297.58
111025000,57.34,1304.3
111025000,57.35,1311.04
111025000,57.36,1317.79
111025000,57.37,1324.54
111025000,57.38,1331.32
111025000,57.39,1338.1
111025000,57.4,1344.9
111025000,57.41,1351.7
111025000,57.42,1358.53
111025000,57.43,1365.36
111025000,57.44,1372.21
111025000,57.45,1379.07
111025000,57.46,1385.94
111025000,57.47,1392.83
111025000,57.48,1399.73
111025000,57.49,1406.64
111025000,57.5,1413.56
111025000,57.51,1420.5
111025000,57.52,1427.45
111025000,57.53,1434.42
111025000,57.54,1441.4
111025000,57.55,1448.39
111025000,57.56,1455.39
111025000,57.57,1462.41
111025000,57.58,1469.44
111025000,57.59,1476.49
111025000,57.6,1483.54
111025000,57.61,1490.62
111025000,57.62,1497.7
111025000,57.63,1504.8
111025000,57.64,1511.92
111025000,57.65,1519.04
111025000,57.66,1526.19
111025000,57.67,1533.34
111025000,57.68,1540.51
111025000,57.69,1547.7
111025000,57.7,1554.89
111025000,57.71,1562.11
111025000,57.72,1569.33
111025000,57.73,1576.57
111025000,57.74,1583.83
111025000,57.75,1591.1
111025000,57.76,1598.39
111025000,57.77,1605.68
111025000,57.78,1613.0
111025000,57.79,1620.33
111025000,57.8,1627.67
111025000,57.81,1635.03
111025000,57.82,1642.41
111025000,57.83,1649.8
111025000,57.84,1657.2
111025000,57.85,1664.62
111025000,57.86,1672.06
111025000,57.87,1679.51
111025000,57.88,1686.97
111025000,57.89,1694.46
111025000,57.9,1701.95
111025000,57.91,1709.47
111025000,57.92,1717.0
111025000,57.93,1724.54
111025000,57.94,1732.1
111025000,57.95,1739.68
111025000,57.96,1747.27
111025000,57.97,1754.88
111025000,57.98,1762.51
111025000,57.99,1770.15
111025000,58.0,1777.81
111025000,58.01,1785.48
111025000,58.02,1793.17
111025000,58.03,1800.88
111025000,58.04,1808.61
111025000,58.05,1816.35
111025000,58.06,1824.11
111025000,58.07,1831.88
111025000,58.08,1839.68
111025000,58.09,1847.49
111025000,58.1,1855.31
111025000,58.11,1863.16
111025000,58.12,1871.02
111025000,58.13,1878.9
111025000,58.14,1886.8
111025000,58.15,1894.71
111025000,58.16,1902.64
111025000,58.17,1910.59
111025000,58.18,1918.56
111025000,58.19,1926.55
111025000,58.2,1934.55
111025000,58.21,1942.57
111025000,58.22,1950.61
111025000,58.23,1958.67
111025000,58.24,1966.75
111025000,58.25,1974.84
111025000,58.26,1982.95
111025000,58.27,1991.09
111025000,58.28,1999.24
111025000,58.29,2007.4
111025000,58.3,2015.59
111025000,58.31,2023.8
111025000,58.32,2032.03
111025000,58.33,2040.27
111025000,58.34,2048.53
111025000,58.35,2056.82
111025000,58.36,2065.12
111025000,58.37,2073.44
111025000,58.38,2081.78
111025000,58.39,2090.14
111025000,58.4,2098.52
111025000,58.41,2106.92
111025000,58.42,2115.34
111025000,58.43,2123.78
111025000,58.44,2132.24
111025000,58.45,2140.72
111025000,58.46,2149.22
111025000,58.47,2157.74
111025000,58.48,2166.28
111025000,58.49,2174.84
111025000,58.5,2183.42
111025000,58.51,2192.02
111025000,58.52,2200.64
111025000,58.53,2209.28
111025000,58.54,2217.94
111025000,58.55,2226.62
111025000,58.56,2235.33
111025000,58.57,2244.05
111025000,58.58,2252.79
111025000,58.59,2261.56
111025000,58.6,2270.35
111025000,58.61,2279.15
111025000,58.62,2287.98
111025000,58.63,2296.83
111025000,58.64,2305.7
111025000,58.65,2314.6
111025000,58.66,2323.51
111025000,58.67,2332.45
111025000,58.68,2341.4
111025000,58.69,2350.38
111025000,58.7,2359.38
111025000,58.71,2368.41
111025000,58.72,2377.45
111025000,58.73,2386.52
111025000,58.74,2395.6
111025000,58.75,2404.71
111025000,58.76,2413.85
111025000,58.77,2423.0
111025000,58.78,2432.18
111025000,58.79,2441.37
111025000,58.8,2450.6
111025000,58.81,2459.84
111025000,58.82,2469.1
111025000,58.83,2478.39
111025000,58.84,2487.7
111025000,58.85,2497.04
111025000,58.86,2506.39
111025000,58.87,2515.77
111025000,58.88,2525.17
111025000,58.89,2534.6
111025000,58.9,2544.05
111025000,58.91,2553.52
111025000,58.92,2563.01
111025000,58.93,2572.53
111025000,58.94,2582.06
111025000,58.95,2591.63
111025000,58.96,2601.21
111025000,58.97,2610.82
111025000,58.98,2620.45
111025000,58.99,2630.11
111025000,59.0,2639.79
111025000,59.01,2649.49
111025000,59.02,2659.22
111025000,59.03,2668.97
111025000,59.04,2678.74
111025000,59.05,2688.54
111025000,59.06,2698.36
111025000,59.07,2708.21
111025000,59.08,2718.07
111025000,59.09,2727.97
111025000,59.1,2737.88
111025000,59.11,2747.82
111025000,59.12,2757.79
111025000,59.13,2767.78
111025000,59.14,2777.79
111025000,59.15,2787.83
111025000,59.16,2797.89
111025000,59.17,2807.97
111025000,59.18,2818.08
111025000,59.19,2828.21
111025000,59.2,2838.37
111025000,59.21,2848.55
111025000,59.22,2858.76
111025000,59.23,2868.99
111025000,59.24,2879.25
111025000,59.25,2889.53
111025000,59.26,2899.83
111025000,59.27,2910.16
111025000,59.28,2920.52
111025000,59.29,2930.89
111025000,59.3,2941.3
111025000,59.31,2951.73
111025000,59.32,2962.18
111025000,59.33,2972.66
111025000,59.34,2983.16
111025000,59.35,2993.69
111025000,59.36,3004.24
111025000,59.37,3014.82
111025000,59.38,3025.42
111025000,59.39,3036.05
111025000,59.4,3046.7
111025000,59.41,3057.38
111025000,59.42,3068.08
111025000,59.43,3078.81
111025000,59.44,3089.56
111025000,59.45,3100.34
111025000,59.46,3111.14
111025000,59.47,3121.97
111025000,59.48,3132.82
111025000,59.49,3143.7
111025000,59.5,3154.6
111025000,59.51,3165.53
111025000,59.52,3176.49
111025000,59.53,3187.47
111025000,59.54,3198.47
111025000,59.55,3209.5
111025000,59.56,3220.56
111025000,59.57,3231.64
111025000,59.58,3242.75
111025000,59.59,3253.88
111025000,59.6,3265.04
111025000,59.61,3276.22
111025000,59.62,3287.43
111025000,59.63,3298.67
111025000,59.64,3309.93
111025000,59.65,3321.21
111025000,59.66,3332.52
111025000,59.67,3343.86
111025000,59.68,3355.22
111025000,59.69,3366.61
111025000,59.7,3378.02
111025000,59.71,3389.46
111025000,59.72,3400.93
111025000,59.73,3412.42
111025000,59.74,3423.93
111025000,59.75,3435.48
111025000,59.76,3447.05
111025000,59.77,3458.64
111025000,59.78,3470.26
111025000,59.79,3481.9
111025000,59.8,3493.57
111025000,59.81,3505.27
111025000,59.82,3516.99
111025000,59.83,3528.74
111025000,59.84,3540.51
111025000,59.85,3552.31
111025000,59.86,3564.14
111025000,59.87,3575.99
111025000,59.88,3587.86
111025000,59.89,3599.77
111025000,59.9,3611.69
111025000,59.91,3623.65
111025000,59.92,3635.63
111025000,59.93,3647.63
111025000,59.94,3659.66
111025000,59.95,3671.72
111025000,59.96,3683.8
111025000,59.97,3695.91
111025000,59.98,3708.05
111025000,59.99,3720.2
111025000,60.0,3732.39
111025000,60.01,3744.6
111025000,60.02,3756.84
111025000,60.03,3769.1
111025000,60.04,3781.39
111025000,60.05,3793.71
111025000,60.06,3806.05
111025000,60.07,3818.41
111025000,60.08,3830.8
111025000,60.09,3843.22
111025000,60.1,3855.66
111025000,60.11,3868.13
111025000,60.12,3880.63
111025000,60.13,3893.15
111025000,60.14,3905.69
111025000,60.15,3918.26
111025000,60.16,3930.86
111025000,60.17,3943.48
111025000,60.18,3956.13
111025000,60.19,3968.8
111025000,60.2,3981.5
111025000,60.21,3994.23
111025000,60.22,4006.98
111025000,60.23,4019.75
111025000,60.24,4032.56
111025000,60.25,4045.38
111025000,60.26,4058.24
111025000,60.27,4071.12
111025000,60.28,4084.02
111025000,60.29,4096.95
111025000,60.3,4109.9
111025000,60.31,4122.88
111025000,60.32,4135.89
111025000,60.33,4148.92
111025000,60.34,4161.98
111025000,60.35,4175.06
111025000,60.36,4188.16
111025000,60.37,4201.3
111025000,60.38,4214.45
111025000,60.39,4227.64
111025000,60.4,4240.85
111025000,60.41,4254.08
111025000,60.42,4267.34
111025000,60.43,4280.62
111025000,60.44,4293.93
111025000,60.45,4307.27
111025000,60.46,4320.63
111025000,60.47,4334.01
111025000,60.48,4347.42
111025000,60.49,4360.86
111025000,60.5,4374.32
111025000,60.51,4387.8
111025000,60.52,4401.31
111025000,60.53,4414.85
111025000,60.54,4428.41
111025000,60.55,4441.99
111025000,60.56,4455.6
111025000,60.57,4469.24
111025000,60.58,4482.9
111025000,60.59,4496.58
111025000,60.6,4510.29
111025000,60.61,4524.03
111025000,60.62,4537.79
111025000,60.63,4551.57
111025000,60.64,4565.38
111025000,60.65,4579.22
111025000,60.66,4593.07
111025000,60.67,4606.96
111025000,60.68,4620.86
111025000,60.69,4634.8
111025000,60.7,4648.75
111025000,60.71,4662.73
111025000,60.72,4676.74
111025000,60.73,4690.77
111025000,60.74,4704.83
111025000,60.75,4718.9
111025000,60.76,4733.01
111025000,60.77,4747.14
111025000,60.78,4761.29
111025000,60.79,4775.47
111025000,60.8,4789.67
111025000,60.81,4803.89
111025000,60.82,4818.14
111025000,60.83,4832.42
111025000,60.84,4846.71
111025000,60.85,4861.04
111025000,60.86,4875.38
111025000,60.87,4889.75
111025000,60.88,4904.15
111025000,60.89,4918.56
111025000,60.9,4933.01
111025000,60.91,4947.47
111025000,60.92,4961.96
111025000,60.93,4976.48
111025000,60.94,4991.02
111025000,60.95,5005.58
111025000,60.96,5020.16
111025000,60.97,5034.77
111025000,60.98,5049.41
111025000,60.99,5064.06
111025000,61.0,5078.74
111025000,61.01,5093.45
111025000,61.02,5108.17
111025000,61.03,5122.93
111025000,61.04,5137.7
111025000,61.05,5152.5
111025000,61.06,5167.32
111025000,61.07,5182.17
111025000,61.08,5197.04
111025000,61.09,5211.93
111025000,61.1,5226.84
111025000,61.11,5241.78
111025000,61.12,5256.74
111025000,61.13,5271.73
111025000,61.14,5286.74
111025000,61.15,5301.77
111025000,61.16,5316.82
111025000,61.17,5331.9
111025000,61.18,5347.0
111025000,61.19,5362.13
111025000,61.2,5377.27
111025000,61.21,5392.44
111025000,61.22,5407.64
111025000,61.23,5422.85
111025000,61.24,5438.09
111025000,61.25,5453.35
111025000,61.26,5468.64
111025000,61.27,5483.94
111025000,61.28,5499.27
111025000,61.29,5514.63
111025000,61.3,5530.0
111025000,61.31,5545.4
111025000,61.32,5560.82
111025000,61.33,5576.26
111025000,61.34,5591.73
111025000,61.35,5607.21
111025000,61.36,5622.73
111025000,61.37,5638.26
111025000,61.38,5653.81
111025000,61.39,5669.39
111025000,61.4,5684.99
111025000,61.41,5700.61
111025000,61.42,5716.26
111025000,61.43,5731.92
111025000,61.44,5747.61
111025000,61.45,5763.32
111025000,61.46,5779.06
111025000,61.47,5794.81
111025000,61.48,5810.59
111025000,61.49,5826.39
111025000,61.5,5842.21
111025000,61.51,5858.05
111025000,61.52,5873.92
111025000,61.53,5889.8
111025000,61.54,5905.71
111025000,61.55,5921.64
111025000,61.56,5937.6
111025000,61.57,5953.57
111025000,61.58,5969.57
111025000,61.59,5985.59
111025000,61.6,6001.62
111025000,61.61,6017.69
111025000,61.62,6033.77
111025000,61.63,6049.87
111025000,61.64,6066.0
111025000,61.65,6082.14
111025000,61.66,6098.31
111025000,61.67,6114.5
111025000,61.68,6130.71
111025000,61.69,6146.95
111025000,61.7,6163.2
111025000,61.71,6179.48
111025000,61.72,6195.77
111025000,61.73,6212.09
111025000,61.74,6228.43
111025000,61.75,6244.79
111025000,61.76,6261.17
111025000,61.77,6277.57
111025000,61.78,6294.0
111025000,61.79,6310.44
111025000,61.8,6326.91
111025000,61.81,6343.39
111025000,61.82,6359.9
111025000,61.83,6376.43
111025000,61.84,6392.98
111025000,61.85,6409.55
111025000,61.86,6426.14
111025000,61.87,6442.75
111025000,61.88,6459.38
111025000,61.89,6476.04
111025000,61.9,6492.71
111025000,61.91,6509.41
111025000,61.92,6526.12
111025000,61.93,6542.86
111025000,61.94,6559.61
111025000,61.95,6576.39
111025000,61.96,6593.19
111025000,61.97,6610.01
111025000,61.98,6626.85
111025000,61.99,6643.71
111025000,62.0,6660.59
111025000,62.01,6677.49
111025000,62.02,6694.41
111025000,62.03,6711.35
111025000,62.04,6728.31
111025000,62.05,6745.29
111025000,62.06,6762.29
111025000,62.07,6779.32
111025000,62.08,6796.36
111025000,62.09,6813.42
111025000,62.1,6830.5
111025000,62.11,6847.61
111025000,62.12,6864.73
111025000,62.13,6881.87
111025000,62.14,6899.04
111025000,62.15,6916.22
111025000,62.16,6933.42
111025000,62.17,6950.65
111025000,62.18,6967.89
111025000,62.19,6985.15
111025000,62.2,7002.44
111025000,62.21,7019.74
111025000,62.22,7037.06
111025000,62.23,7054.41
111025000,62.24,7071.77
111025000,62.25,7089.15
111025000,62.26,7106.55
111025000,62.27,7123.98
111025000,62.28,7141.42
111025000,62.29,7158.88
111025000,62.3,7176.36
111025000,62.31,7193.86
111025000,62.32,7211.38
111025000,62.33,7228.92
111025000,62.34,7246.48
111025000,62.35,7264.06
111025000,62.36,7281.66
111025000,62.37,7299.28
111025000,62.38,7316.92
111025000,62.39,7334.58
111025000,62.4,7352.26
111025000,62.41,7369.96
111025000,62.42,7387.67
111025000,62.43,7405.41
111025000,62.44,7423.17
111025000,62.45,7440.94
111025000,62.46,7458.73
111025000,62.47,7476.55
111025000,62.48,7494.38
111025000,62.49,7512.24
111025000,62.5,7530.11
111025000,62.51,7548.0
111025000,62.52,7565.91
111025000,62.53,7583.84
111025000,62.54,7601.79
111025000,62.55,7619.76
111025000,62.56,7637.75
111025000,62.57,7655.76
111025000,62.58,7673.78
111025000,62.59,7691.83
111025000,62.6,7709.89
111025000,62.61,7727.98
111025000,62.62,7746.08
111025000,62.63,7764.2
111025000,62.64,7782.35
111025000,62.65,7800.51
111025000,62.66,7818.69
111025000,62.67,7836.89
111025000,62.68,7855.11
111025000,62.69,7873.35
111025000,62.7,7891.6
111025000,62.71,7909.88
111025000,62.72,7928.17
111025000,62.73,7946.49
111025000,62.74,7964.82
111025000,62.75,7983.17
111025000,62.76,8001.55
111025000,62.77,8019.94
111025000,62.78,8038.34
111025000,62.79,8056.77
111025000,62.8,8075.22
111025000,62.81,8093.69
111025000,62.82,8112.17
111025000,62.83,8130.68
111025000,62.84,8149.2
111025000,62.85,8167.75
111025000,62.86,8186.31
111025000,62.87,8204.89
111025000,62.88,8223.49
111025000,62.89,8242.11
111025000,62.9,8260.74
111025000,62.91,8279.4
111025000,62.92,8298.08
111025000,62.93,8316.77
111025000,62.94,8335.49
111025000,62.95,8354.22
111025000,62.96,8372.97
111025000,62.97,8391.74
111025000,62.98,8410.53
111025000,62.99,8429.34
111025000,63.0,8448.16
111025000,63.01,8467.01
111025000,63.02,8485.88
111025000,63.03,8504.76
111025000,63.04,8523.66
111025000,63.05,8542.59
111025000,63.06,8561.53
111025000,63.07,8580.49
111025000,63.08,8599.46
111025000,63.09,8618.46
111025000,63.1,8637.48
111025000,63.11,8656.52
111025000,63.12,8675.57
111025000,63.13,8694.64
111025000,63.14,8713.74
111025000,63.15,8732.85
111025000,63.16,8751.98
111025000,63.17,8771.13
111025000,63.18,8790.3
111025000,63.19,8809.48
111025000,63.2,8828.69
111025000,63.21,8847.91
111025000,63.22,8867.16
111025000,63.23,8886.42
111025000,63.24,8905.7
111025000,63.25,8925.0
111025000,63.26,8944.32
111025000,63.27,8963.66
111025000,63.28,8983.02
111025000,63.29,9002.4
111025000,63.3,9021.79
111025000,63.31,9041.21
111025000,63.32,9060.64
111025000,63.33,9080.1
111025000,63.34,9099.57
111025000,63.35,9119.06
111025000,63.36,9138.57
111025000,63.37,9158.1
111025000,63.38,9177.65
111025000,63.39,9197.21
111025000,63.4,9216.8
111025000,63.41,9236.4
111025000,63.42,9256.03
111025000,63.43,9275.67
111025000,63.44,9295.33
111025000,63.45,9315.02
111025000,63.46,9334.72
111025000,63.47,9354.44
111025000,63.48,9374.17
111025000,63.49,9393.93
111025000,63.5,9413.71
111025000,63.51,9433.51
111025000,63.52,9453.32
111025000,63.53,9473.16
111025000,63.54,9493.01
111025000,63.55,9512.88
111025000,63.56,9532.78
111025000,63.57,9552.69
111025000,63.58,9572.62
111025000,63.59,9592.57
111025000,63.6,9612.54
111025000,63.61,9632.53
111025000,63.62,9652.53
111025000,63.63,9672.56
111025000,63.64,9692.61
111025000,63.65,9712.67
111025000,63.66,9732.76
111025000,63.67,9752.86
111025000,63.68,9772.98
111025000,63.69,9793.13
111025000,63.7,9813.29
111025000,63.71,9833.47
111025000,63.72,9853.67
111025000,63.73,9873.89
111025000,63.74,9894.13
111025000,63.75,9914.39
111025000,63.76,9934.67
111025000,63.77,9954.97
111025000,63.78,9975.29
111025000,63.79,9995.62
111025000,63.8,10015.98
111025000,63.81,10036.36
111025000,63.82,10056.75
111025000,63.83,10077.17
111025000,63.84,10097.6
111025000,63.85,10118.06
111025000,63.86,10138.53
111025000,63.87,10159.02
111025000,63.88,10179.54
111025000,63.89,10200.07
111025000,63.9,10220.62
111025000,63.91,10241.19
111025000,63.92,10261.78
111025000,63.93,10282.4
111025000,63.94,10303.03
111025000,63.95,10323.68
111025000,63.96,10344.35
111025000,63.97,10365.04
111025000,63.98,10385.75
111025000,63.99,10406.48
111025000,64.0,10427.23
111025000,64.01,10447.99
111025000,64.02,10468.78
111025000,64.03,10489.59
111025000,64.04,10510.42
111025000,64.05,10531.27
111025000,64.06,10552.14
111025000,64.07,10573.03
111025000,64.08,10593.94
111025000,64.09,10614.86
111025000,64.1,10635.81
111025000,64.11,10656.78
111025000,64.12,10677.77
111025000,64.13,10698.78
111025000,64.14,10719.8
111025000,64.15,10740.85
111025000,64.16,10761.92
111025000,64.17,10783.01
111025000,64.18,10804.12
111025000,64.19,10825.24
111025000,64.2,10846.39
111025000,64.21,10867.56
111025000,64.22,10888.75
111025000,64.23,10909.96
111025000,64.24,10931.19
111025000,64.25,10952.44
111025000,64.26,10973.71
111025000,64.27,10994.99
111025000,64.28,11016.3
111025000,64.29,11037.63
111025000,64.3,11058.98
111025000,64.31,11080.35
111025000,64.32,11101.74
111025000,64.33,11123.16
111025000,64.34,11144.59
111025000,64.35,11166.04
111025000,64.36,11187.51
111025000,64.37,11209.0
111025000,64.38,11230.51
111025000,64.39,11252.05
111025000,64.4,11273.6
111025000,64.41,11295.17
111025000,64.42,11316.77
111025000,64.43,11338.38
111025000,64.44,11360.02
111025000,64.45,11381.67
111025000,64.46,11403.35
111025000,64.47,11425.05
111025000,64.48,11446.76
111025000,64.49,11468.5
111025000,64.5,11490.26
111025000,64.51,11512.04
111025000,64.52,11533.84
111025000,64.53,11555.65
111025000,64.54,11577.49
111025000,64.55,11599.36
111025000,64.56,11621.24
111025000,64.57,11643.14
111025000,64.58,11665.06
111025000,64.59,11687.01
111025000,64.6,11708.97
111025000,64.61,11730.95
111025000,64.62,11752.96
111025000,64.63,11774.98
111025000,64.64,11797.03
111025000,64.65,11819.1
111025000,64.66,11841.19
111025000,64.67,11863.3
111025000,64.68,11885.43
111025000,64.69,11907.58
111025000,64.7,11929.75
111025000,64.71,11951.94
111025000,64.72,11974.15
111025000,64.73,11996.38
111025000,64.74,12018.64
111025000,64.75,12040.91
111025000,64.76,12063.21
111025000,64.77,12085.53
111025000,64.78,12107.86
111025000,64.79,12130.22
111025000,64.8,12152.6
111025000,64.81,12175.0
111025000,64.82,12197.42
111025000,64.83,12219.86
111025000,64.84,12242.33
111025000,64.85,12264.81
111025000,64.86,12287.31
111025000,64.87,12309.84
111025000,64.88,12332.38
111025000,64.89,12354.95
111025000,64.9,12377.54
111025000,64.91,12400.15
111025000,64.92,12422.78
111025000,64.93,12445.43
111025000,64.94,12468.1
111025000,64.95,12490.79
111025000,64.96,12513.51
111025000,64.97,12536.24
111025000,64.98,12559.0
111025000,64.99,12581.77
111025000,65.0,12604.57
111025000,65.01,12627.39
111025000,65.02,12650.23
111025000,65.03,12673.09
111025000,65.04,12695.97
111025000,65.05,12718.87
111025000,65.06,12741.79
111025000,65.07,12764.73
111025000,65.08,12787.7
111025000,65.09,12810.68
111025000,65.1,12833.69
111025000,65.11,12856.72
111025000,65.12,12879.77
111025000,65.13,12902.84
111025000,65.14,12925.93
111025000,65.15,12949.04
111025000,65.16,12972.17
111025000,65.17,12995.32
111025000,65.18,13018.5
111025000,65.19,13041.69
111025000,65.2,13064.91
111025000,65.21,13088.14
111025000,65.22,13111.4
111025000,65.23,13134.68
111025000,65.24,13157.98
111025000,65.25,13181.3
111025000,65.26,13204.64
111025000,65.27,13228.0
111025000,65.28,13251.38
111025000,65.29,13274.78
111025000,65.3,13298.21
111025000,65.31,13321.65
111025000,65.32,13345.12
111025000,65.33,13368.6
111025000,65.34,13392.11
111025000,65.35,13415.64
111025000,65.36,13439.19
111025000,65.37,13462.76
111025000,65.38,13486.35
111025000,65.39,13509.96
111025000,65.4,13533.59
111025000,65.41,13557.24
111025000,65.42,13580.91
111025000,65.43,13604.61
111025000,65.44,13628.32
111025000,65.45,13652.06
111025000,65.46,13675.81
111025000,65.47,13699.59
111025000,65.48,13723.38
111025000,65.49,13747.2
111025000,65.5,13771.04
111025000,65.51,13794.9
111025000,65.52,13818.77
111025000,65.53,13842.67
111025000,65.54,13866.59
111025000,65.55,13890.53
111025000,65.56,13914.49
111025000,65.57,13938.47
111025000,65.58,13962.47
111025000,65.59,13986.49
111025000,65.6,14010.54
111025000,65.61,14034.6
111025000,65.62,14058.68
111025000,65.63,14082.78
111025000,65.64,14106.9
111025000,65.65,14131.04
111025000,65.66,14155.21
111025000,65.67,14179.39
111025000,65.68,14203.59
111025000,65.69,14227.81
111025000,65.7,14252.06
111025000,65.71,14276.32
111025000,65.72,14300.6
111025000,65.73,14324.91
111025000,65.74,14349.23
111025000,65.75,14373.57
111025000,65.76,14397.93
111025000,65.77,14422.31
111025000,65.78,14446.72
111025000,65.79,14471.14
111025000,65.8,14495.58
111025000,65.81,14520.04
111025000,65.82,14544.52
111025000,65.83,14569.02
111025000,65.84,14593.54
111025000,65.85,14618.08
111025000,65.86,14642.63
111025000,65.87,14667.21
